Patient_ID,phone_number,email,last_patient_outreach_date,last_patient_response_date
P0746,3762741471,Deborah.Hughes@outlook.com,2026-06-11,2026-06-29
P0747,8116581250,Catherine.Lewis@yahoo.com,2025-04-09,2025-04-24
P0748,5286293564,Christopher.Evans@gmail.com,2026-06-13,2026-07-10
P0749,(210) 924-4413,BarbARA.RoGeRs@yaHOo.com,2026-01-05,2026-01-06
P0750,(721) 267-7980,ANTHONY.ADAMS@AOL.COM,2026-06-07,
P0751,409-540-6325,Sarah.Kelly@hotmail.com,2026-01-28,2026-02-12
P0752,(622) 698-7198,Charles.Young@hotmail.com,2026-07-24,2026-08-03
P0753,(954) 812-4230,ErIC.eVans@hotmAIl.CoM,2026-07-29,2026-08-07
P0754,9575987584,michaEl.RicHaRdSon@gMaiL.cOm,2025-08-09,2025-08-19
P0755,498-578-3881,bReNDA.GutIeRrEz@aoL.coM,2025-11-27,2025-12-26
P0756,8377788745,RICHARD.GUTIERREZ@YAHOO.COM,2025-11-07,2025-12-06
P0757,676-499-8073,Jerry.Watson@yahoo.com,2025-09-13,
P0758,591-587-8910,anna.gonzalez@yahoo.com,2026-02-13,
P0759,7937808338,brian.rodriguez@yahoo.com,2026-01-27,2026-02-09
P0760,7753599758,sandra.hall@hotmail.com,2025-06-24,2025-07-23
P0761,,sharon.bailey@gmail.com,2026-08-24,2026-09-01
P0762,693-553-7226,Christopher.Jones@outlook.com,2025-03-11,2025-03-30
P0763,(712) 932-6465,GEORGE.PHILLIPS@GMAIL.COM,2025-06-17,2025-07-12
P0764,,,2025-03-18,2025-04-05
P0765,(257) 849-3590,thomas.gonzalez@aol.com,2026-08-29,2026-09-01
P0766,(336) 392-3101,kenneth.gomez@gmail.com,2025-05-26,2025-06-21
P0767,4447769499,nIcolE.GarcIa@aoL.COm,2026-02-26,2026-03-27
P0768,(471) 505-7557,amy.sanders@yahoo.com,2026-04-20,
P0769,283.581.6061,sCOTT.brOoKS@gMAIl.com,2025-11-27,2025-12-05
P0770,654-669-9048,BARBARA.MOORE@AOL.COM,2026-04-21,
P0771,5677446272,Emma.Ramos@hotmail.com,2025-10-24,2025-11-22
P0772,726.582.3554,Rebecca.Stewart@outlook.com,2026-01-05,2026-01-13
P0773,8165262454,aLeXanDer.BROOKS@gmAiL.Com,2025-05-26,2025-05-30
P0774,2196329912,betty.jimenez@yahoo.com,2025-04-24,2025-05-23
P0775,2349904878,Joshua.Martinez@hotmail.com,2025-11-30,2025-12-11
P0776,336-799-3134,JACOB.RAMOS@YAHOO.COM,,
P0777,(205) 513-6530,kathleen.harris@outlook.com,2026-08-12,
P0778,(272) 679-3641,Rachel.Mendoza@yahoo.com,2025-07-21,2025-08-15
P0779,840.674.3322,larry.nguyen@gmail.com,2026-01-25,
P0780,,Stephen.Hill@outlook.com,2025-12-26,2026-01-16
P0781,3179066148,joseph.bennett@outlook.com,2026-03-30,2026-04-24
P0782,780-272-7591,Andrew.Green@outlook.com,2026-07-19,2026-07-31
P0783,4016104037,angela.morales@yahoo.com,2026-06-07,2026-06-15
P0784,(235) 451-2877,,2026-06-02,2026-06-12
P0785,4022494149,KAThlEEN.rOdrIguEz@OUtLooK.cOM,2026-04-04,
P0786,(488) 992-1617,thomas.jones@outlook.com,2026-06-07,
P0787,445-450-2077,Pamela.Diaz@outlook.com,2025-03-25,
P0788,946-617-3055,ryan.morgan@gmail.com,2025-08-26,
P0789,736.803.8153,CHARLES.MORALES@AOL.COM,2026-05-05,
P0790,(399) 346-3591,ANdrEw.wALkEr@gMAil.Com,2025-04-24,
P0791,719.337.7534,lisa.evans@outlook.com,2026-08-26,2026-09-01
P0792,327.936.5943,Lisa.Bennett@hotmail.com,2026-05-23,2026-05-27
P0793,(242) 465-3131,elizabeth.parker@aol.com,2026-07-17,
P0794,,dOnAlD.jiMeneZ@aOl.com,2025-07-16,2025-07-28
P0795,5106869411,MArIa.rODRiGUez@OUTlOoK.Com,2026-01-30,2026-02-26
P0796,807-463-4663,william.edwards@gmail.com,,
P0797,(498) 297-1898,Nicole.Bennett@aol.com,2025-06-17,
P0798,(622) 966-4322,michelle.wright@aol.com,2025-06-29,2025-07-17
P0799,5777065853,emma.cook@aol.com,2026-08-06,2026-08-21
P0800,668-755-4710,Stephanie.Hill@yahoo.com,2025-12-15,
P0801,465.828.7685,nicholas.robinson@outlook.com,2026-08-05,
P0802,(536) 872-2624,jeffrey.bailey@hotmail.com,2025-08-28,
P0803,(818) 708-8300,brenda.white@gmail.com,2025-03-29,
P0804,407.506.7302,james.ruiz@outlook.com,2025-12-23,2026-01-10
P0805,914-241-9310,Raymond.Anderson@gmail.com,2026-06-17,2026-06-29
P0806,401.229.3099,JENNIFER.GUTIERREZ@GMAIL.COM,2026-06-27,2026-07-09
